gene_id	gene_short_name	GS-1_FPKM	GS-2_FPKM	GS-3_FPKM	CK-1_FPKM	CK-2_FPKM	CK-3_FPKM	M-1_FPKM	M-2_FPKM	M-3_FPKM	GS-1_count	GS-2_count	GS-3_count	CK-1_count	CK-2_count	CK-3_count	M-1_count	M-2_count	M-3_count
71661	0610005C13Rik	0.266447	0.137348	0.25547	0.0972961	0.0638746	0.176784	0	0	0.0470215	7.63549	3.97494	4.88139	2.79082	1.84463	3.36568	0	0	0.900843
	0610007N19Rik	10.4159	11.514	9.75206	11.4277	10.5476	10.4452	11.2487	11.041	14.3039	453.365	507.786	418.564	491.157	465.739	452.11	472.275	468.274	584.521
58520	0610007P14Rik	19.6202	20.4999	21.8774	19.4335	25.4223	20.2385	21.3882	17.5918	19.6469	455.274	478.969	493.002	446.506	598.543	463.328	477.408	400.394	435.013
	0610009B14Rik	1.30277	0.80964	0.667518	0.882915	0.578394	1.26813	0.835517	1.34429	0.894759	28.6336	17.8868	14.6436	19.5346	12.9116	28.0465	18.4803	29.5131	19.8143
66050	0610009B22Rik	20.2159	19.9006	17.9568	15.8802	20.6149	16.8911	16.4058	20.1037	21.1042	349.33	337.862	300.194	266.043	361.524	287.196	268.991	341.368	346.75
	0610009D07Rik	28.5959	30.7998	32.1376	31.6009	43.169	30.1121	31.8795	29.8169	30.1259	809.376	875.459	900.583	885.571	1269.94	847.004	871.655	841.123	833.1
66838	0610009L18Rik	4.30069	4.63026	3.16597	4.6484	2.35185	3.60671	3.39912	4.19235	3.97067	43.9048	46.7044	31.7278	47.4413	23.9786	37.0214	34.9073	43.2858	41.4298
66839	0610009O20Rik	18.4898	18.3185	14.8943	18.3848	15.1459	17.6925	17.3939	18.6538	18.2515	1376.32	1369.33	1148.3	1371.15	1124.23	1321.55	1331.61	1394.98	1365.38
100039060	0610010B08Rik	17.6334	12.8917	20.8777	17.3222	11.9527	17.7557	20.122	19.6495	18.6743	2998.12	2225.94	3550.77	2905.26	2134.89	2917.81	3232.57	3244.34	3007.28
71675	0610010F05Rik	9.24956	9.44103	10.6096	9.5138	9.05628	9.6945	10.3955	9.33657	10.4538	1159.66	1202.39	1261.79	1161.85	1198.01	1193.66	1197.11	1144.12	1240.19
104457	0610010K14Rik	15.0022	12.3006	13.6721	14.0911	14.5121	13.3206	13.3103	13.0937	14.0945	273.928	221.597	248.942	260.462	267.454	247.931	246.404	252.829	263.89
68347	0610011F06Rik	15.5158	12.9561	10.7868	13.3845	11.3604	15.712	11.8093	17.2149	16.2315	282.518	233.522	198.909	242.788	203.818	287.196	222.79	314.806	297.214
106264	0610012G03Rik	11.4709	13.1966	10.5864	12.192	11.9744	13.0438	12.149	12.1591	14.193	435.23	498.843	400.259	462.32	457.438	492.497	458.928	455.485	531.383
	0610012H03Rik	0.0539824	0.171333	0	0.0270922	0.052109	0	0.0596215	0	0.0541142	1.90891	5.96226	0	0.930221	1.84451	0	2.05337	0	1.8013
68364	0610030E20Rik	11.1277	9.44852	12.2203	10.7061	9.3686	10.3762	12.0511	10.3839	10.2188	1472.72	1253.07	1558.33	1388.82	1264.41	1361.94	1518.47	1350.71	1288.83
	0610031J06Rik	37.5683	38.8128	38.2656	40.3204	43.2121	40.2633	39.0674	36.7187	37.5283	1249.38	1273.94	1237.39	1327.43	1420.27	1347.35	1288.49	1212.99	1219.48
68369	0610031O16Rik	0.0325556	0.100603	0.124792	0.0323777	0.0309951	0.0389727	0	0	0	0.954453	2.98113	3.66091	0.930221	0.922255	1.12186	0	0	0
74098	0610037L13Rik	13.5144	15.2553	13.0459	14.5417	15.2162	14.4631	14.6123	13.7273	13.707	526.858	593.245	489.341	565.574	604.999	565.417	560.569	536.154	532.283
70345	0610038B21Rik	2.53291	1.26419	1.79261	1.47761	0.891992	1.44699	1.4998	1.85703	1.57834	65.8572	32.7925	46.3715	39.0693	23.0564	38.1432	40.0407	49.1885	43.2311
	0610038L08Rik	0.215471	0.248539	0.275075	0.185437	0.230048	0.223089	0.386234	0.296937	0.295833	8.59008	9.93711	10.9827	7.44177	9.22255	8.97488	15.4003	11.8052	11.7084
68386	0610039K10Rik	2.43008	1.48944	2.29761	2.55431	2.46635	3.06127	2.19932	2.71218	1.71783	54.4038	32.7925	51.2527	56.7435	55.3353	68.4335	50.3075	60.9937	39.6285
67672	0610040B10Rik	1.79036	1.33749	0.500335	1.02951	2.22549	1.99453	1.56539	2.01224	2.64303	13.3623	9.93711	3.66091	7.44177	16.6006	14.5842	11.2935	14.7565	18.9136
75394	0610040F04Rik	0.0411041	0.064068	0.0972417	0.0202812	0	0	0	0	0.0203507	1.90891	2.98113	2.4406	0.930221	0	0	0	0	0.900649
76261	0610040J01Rik	6.51746	6.48943	7.45681	5.14342	6.96279	5.67879	4.9683	5.72937	5.22196	398.961	397.484	463.715	315.345	427.926	347.777	306.979	349.238	318.83
68400	0610043K17Rik	0.923418	0.853781	0.835956	1.01161	0.778218	0.574295	0.522631	1.0489	0.854227	16.2257	14.9057	14.6436	17.6742	13.8338	10.0967	9.24016	18.6916	15.311
	1100001G20Rik	9.36563	7.79062	11.9081	8.96586	13.5485	7.75671	5.61837	9.57015	10.0802	61.085	49.6855	76.879	57.6737	86.6919	50.4837	36.9606	60.9937	63.0454
	1110001A16Rik	5.01226	5.31734	4.95999	5.32279	5.21569	5.01428	5.40494	5.17347	6.45919	196.617	214.642	190.367	202.788	215.808	192.96	201.23	199.705	241.374
66117	1110001J03Rik	20.0914	19.9925	20.263	19.4395	18.0629	17.3053	18.0541	24.21	28.5342	124.079	120.239	128.132	119.068	110.671	105.455	116.015	148.549	175.627
100043040	1110002L01Rik	3.5427	3.72921	4.13637	3.61653	2.66096	3.71548	4.27661	3.64099	4.1886	385.599	410.403	451.512	388.832	297.888	399.382	450.714	388.589	435.914
68001	1110004E09Rik	13.8228	13.0901	14.0752	12.1569	16.2443	14.992	10.6412	13.2223	16.9031	467.682	448.164	466.155	423.251	568.109	517.177	362.419	461.388	607.037
56372	1110004F10Rik	37.6564	41.5904	36.5877	38.366	42.5143	35.998	38.2431	36.2782	39.7707	1473.68	1645.58	1383.82	1503.24	1722.77	1403.45	1442.49	1413.68	1520.3
66123	1110006O24Rik	1.2311	0.979198	1.28043	0.521126	1.27364	1.07098	1.04589	0.790248	0.844347	15.2712	11.9245	15.8639	6.51155	15.6783	13.4623	13.3469	9.83769	10.8078
68480	1110007C09Rik	19.2014	18.7764	18.2054	20.2896	24.0296	20.1541	20.3462	19.2609	19.1696	295.88	289.17	285.551	318.136	369.824	315.243	327.512	303.001	308.923
67388	1110008F13Rik	25.5314	28.8912	26.2669	24.6833	37.0326	24.9154	26.7587	27.9527	24.0729	541.175	612.126	551.576	526.505	788.528	536.249	560.569	596.164	511.568
	1110008J03Rik	2.89909	2.53673	2.55892	2.84181	2.78204	3.15629	3.37592	3.72681	3.84573	119.307	105.333	108.607	117.208	112.515	133.501	143.736	155.436	160.315
66132	1110008L16Rik	3.31825	3.3236	3.60757	2.8183	3.70254	3.18516	2.8743	3.5166	3.77679	293.017	295.132	311.177	244.648	334.778	278.221	243.324	306.936	320.631
73737	1110008P14Rik	17.5849	21.3832	17.8401	18.6655	33.1426	19.1467	15.3017	18.0726	20.5453	217.615	262.34	222.095	233.486	409.481	237.834	197.123	227.251	267.493
68618	1110012L19Rik	9.61028	10.1929	9.86963	9.96939	10.1647	9.81896	10.6659	8.89772	10.5485	321.651	343.824	319.719	333.019	346.768	328.705	351.126	297.098	351.253
73721	1110017D15Rik	28.5369	16.3853	23.096	13.4773	20.4552	25.7078	14.989	29.4395	39.6633	306.379	175.887	237.959	148.835	223.186	295.049	176.59	320.709	444.02
76311	1110019D14Rik	2.59541	3.02357	3.75259	2.21376	2.27101	2.76666	3.09829	2.46862	2.65282	131.714	155.019	183.045	108.836	119.893	137.989	147.843	122.971	127.892
68531	1110020A21Rik	0.752508	0.788497	0.394892	1.14364	0.677932	0.845753	0.919003	1.24875	1.35444	16.2257	16.8931	8.54211	24.1858	14.7561	17.9498	19.507	26.5618	28.8208
68690	1110028F11Rik	0.564376	0.611707	0.675214	0.575907	0.206221	0.432487	0.862666	0.734791	0.637421	48.6771	53.6604	56.1339	49.3017	18.4451	37.0214	70.8412	62.9612	53.1383
68692	1110028F18Rik	0.0247662	0	0	0	0	0	0	0	0	0.954453	0	0	0	0	0	0	0	0
68721	1110032A03Rik	8.99645	8.29311	9.78837	6.8625	7.12331	10.2319	10.4484	9.84002	12.5412	498.224	460.088	541.814	369.298	403.025	556.443	554.409	529.268	648.467
68725	1110032F04Rik	0.314342	0.326832	0.319998	0.311255	0.636272	0.50534	0.332061	0.429534	0.34327	16.2257	16.8931	15.8639	15.8138	33.2012	25.8028	16.4269	21.6429	17.1123
73747	1110034G24Rik	5.1346	4.95325	5.07429	5.24496	3.63789	6.09927	4.65568	5.17695	4.97841	185.164	179.862	178.164	188.835	133.727	219.885	163.243	185.932	177.428
	1110035M17Rik	0.202125	0.209399	0.646017	0.19383	0.0961365	0.349637	0.105268	0.203463	0.184417	1.90891	1.98742	6.10151	1.86044	0.922255	3.36558	1.02668	1.96754	1.8013
68697	1110036E04Rik	0	0.111881	0.0678085	0	0.0518099	0	0	0.0548268	0	0	1.98742	1.2203	0	0.922255	0	0	0.983769	0
66185	1110037F02Rik	15.3302	15.0205	16.4094	15.563	14.6513	15.4996	17.3299	15.9074	15.2474	3379.72	3329.92	3479.08	3379.49	3333.95	3383.53	3607.77	3465.82	3245.94
68763	1110038B12Rik	7.50357	7.5087	7.91713	7.43877	16.3544	8.17994	6.91282	8.69721	8.17208	74.4473	77.5094	71.9978	74.4177	154.939	75.1646	70.8412	88.5392	82.8597
117171	1110038F14Rik	17.9946	17.8693	20.0451	17.8238	18.6033	16.847	19.0109	17.2323	14.9745	425.686	421.333	467.376	424.181	442.682	402.748	457.901	414.167	370.167
68808	1110046J04Rik	2.41816	2.72951	2.294	2.75027	2.09448	2.74308	3.05373	2.666	2.01201	48.6782	54.6546	46.3722	54.8831	43.3463	54.9714	60.5748	53.124	39.629
228356	1110051M20Rik	11.1666	10.3119	12.6609	11.6473	8.21658	11.1145	11.4359	11.0281	11.1494	593.67	545.547	658.963	610.225	439.916	592.342	596.503	582.391	578.217
68841	1110054M08Rik	3.2745	2.6932	2.20201	2.71214	2.20193	3.168	2.47107	2.71786	2.87674	62.9939	51.673	42.7106	52.0924	42.4237	60.5804	48.2542	52.1398	55.8402
68832	1110057K04Rik	15.4878	15.2492	15.6669	17.0551	15.2867	15.3827	17.3013	15.9276	16.6718	1038.44	1021.53	1018.95	1127.43	1049.53	1027.62	1104.71	1045.75	1087.08
68002	1110058L19Rik	13.2642	16.7211	12.1029	14.7092	15.4453	17.2431	13.8816	17.1915	15.3571	185.164	232.528	165.961	205.579	217.652	238.956	191.99	240.04	216.156
66206	1110059E24Rik	19.9117	21.0649	22.1529	21.4483	24.0042	24.2834	19.9866	21.2093	23.0027	788.378	841.673	840.788	826.036	987.735	932.266	741.266	820.463	858.318
66202	1110059G10Rik	4.63354	5.33321	5.29265	5.45106	5.12813	5.75991	5.59848	5.18394	5.67338	457.183	530.642	500.324	522.784	521.996	556.443	513.342	498.771	526.88
	1110059M19Rik	0	0	0.0409002	0	0	0	0	0.132133	0.0616659	0	0	1.2203	0	0	0	0	3.93508	1.8013
68920	1110065P20Rik	12.0889	14.6562	10.2062	12.9679	16.4522	12.9643	11.6648	13.6666	13.1071	150.804	178.868	122.03	161.858	201.974	162.67	146.816	171.176	170.223
381822	1190002F15Rik	0.760422	1.34242	0.592243	0.659568	1.08162	0.697769	0.730085	0.469893	0.499812	9.54453	16.8931	7.32181	8.37199	13.8338	8.97488	9.24016	5.90261	6.30454
68861	1190002N15Rik	77.029	71.0089	76.7414	76.2665	40.4057	83.5515	102.505	81.1955	82.195	7250.98	6774.13	6826.37	7009.22	3982.3	7738.59	8827.43	7441.23	7243.92
68880	1190003K10Rik	0	0	0	0	0	0	0	0.0635117	0	0	0	0	0	0	0	0	1.96754	0
68918	1190005I06Rik	0.982374	0.625109	0.331022	0.380011	0.257681	1.29635	0.268592	1.32535	2.02799	14.3168	8.9434	4.88121	5.58133	3.68902	19.0716	4.10674	19.6754	30.6221
544717	1190007I07Rik	5.8118	5.82441	5.32106	6.62505	4.54688	5.93375	6.54311	5.17175	6.3996	65.8572	68.566	62.2354	76.2781	53.4908	68.4335	74.9479	59.0261	75.6545
66874	1200014J11Rik	7.77805	7.46192	8.63334	8.34963	7.80013	7.75261	9.09321	7.96995	7.71737	1450.77	1408.09	1529.04	1546.96	1506.96	1442.71	1600.6	1472.7	1399.61
100043489	1300002E11Rik	13.1758	11.5708	15.3792	14.3513	9.41323	14.3663	16.4148	14.2827	13.4042	542.129	441.208	586.965	540.459	389.191	522.787	571.863	540.089	523.277
	1300002K09Rik	0.222538	0.434399	0.290342	0.364557	1.72796	0.137492	0.180463	0.182241	0.25694	21.9524	42.7296	28.0669	35.3484	170.617	13.4623	17.4536	17.7078	24.3175
	1300015D01Rik	0.0525933	0.0180895	0.0218253	0	0.00839123	0.0207476	0	0.167019	0.27884	5.72672	1.98742	2.4406	0	0.922255	2.24372	0	17.7078	28.8208
71775	1300017J02Rik	0	0.083389	0.0839659	0.0312122	0	0.0560268	0.0345825	0.0657433	0	0	4.96855	4.88121	1.86044	0	3.36558	2.05337	3.93508	0
	1500002O10Rik	0.297251	0.234235	0.600664	0.439214	0.471573	0.219541	0.274519	0.46934	0.253362	7.63562	5.96226	15.8639	11.1627	11.9893	5.6093	7.18679	11.8052	6.30454
319830	1500004A13Rik	0.984687	0.812554	1.0615	0.793142	0.728477	0.96995	0.954193	0.907841	0.956608	104.99	87.4465	112.268	84.6501	79.3139	103.211	100.615	96.4094	100.873
76505	1500009C09Rik	0.0190518	0	0	0	0.0177439	0	0	0	0	0.954453	0	0	0	0.922255	0	0	0	0
69784	1500009L16Rik	2.32665	3.51867	3.40992	3.39656	7.19181	3.17427	3.08132	2.11532	2.87602	62.9939	95.3962	90.3023	90.2315	198.285	84.1395	80.0814	56.0748	73.8532
66236	1500011B03Rik	9.85221	10.0347	8.51001	8.26713	9.81772	10.1407	8.58823	7.01127	8.06236	171.802	172.906	164.741	155.347	202.896	189.594	155.029	141.663	156.713
67885	1500011K16Rik	17.9334	19.457	15.4533	19.0793	20.5276	18.417	17.2324	17.7395	21.3609	282.518	310.038	235.518	299.531	333.856	289.44	261.804	279.39	335.942
68949	1500012F01Rik	31.3182	47.6651	34.4093	30.4256	69.7394	35.3867	22.6135	27.929	25.2883	442.866	651.874	475.918	425.111	972.979	494.74	323.405	396.459	371.968
68982	1500015A07Rik	4.45777	5.45904	4.60292	4.68764	3.73244	4.66431	4.5971	4.19274	4.7575	205.207	253.396	201.35	213.951	176.151	214.275	199.177	189.867	208.951
68994	1500015L24Rik	0.0445052	0	0.11488	0	0.0420387	0.105636	0.049267	0.0464605	0.0439047	0.954453	0	2.4406	0	0.922255	2.24372	1.02668	0.983769	0.900649
78896	1500015O10Rik	1.81164	0.842841	0.68955	0.895369	0.460939	0.693307	0.675242	1.64316	3.22527	32.4514	14.9057	12.203	15.8138	8.30029	12.3405	12.3202	29.5131	57.6415
668215	1500017E21Rik	1.14552	0.965741	0.659891	0.658377	0.812015	0.930595	1.18776	1.24317	1.78252	86.8552	74.5283	48.8121	47.4413	64.5578	67.3116	82.1347	89.523	121.588
69776	1600002D24Rik	0.0171413	0.0355671	0.0225478	0.0166557	0.0978572	0.139932	0	0.0700461	0.21918	0.954453	1.98742	1.2203	0.930221	5.53353	7.85302	0	3.93508	4.50324
72016	1600002H07Rik	2.19222	2.61537	2.45739	2.61013	3.39425	2.61103	2.45097	2.65081	2.8716	139.35	167.937	156.199	167.44	218.574	167.157	157.083	169.208	183.732
69770	1600002K03Rik	5.60271	6.07526	4.41428	6.1308	9.7919	7.20603	5.141	4.94623	5.84666	81.1285	88.4403	63.4557	90.2315	143.872	105.46	75.9747	72.7989	87.3629
69781	1600010M07Rik	1.15419	1.34748	0.200466	2.33842	2.61991	0.723482	1.44722	1.03071	1.26478	14.3168	16.8931	2.4406	28.8369	33.2012	8.97488	17.4536	12.789	15.311
67912	1600012H06Rik	17.4499	17.5938	18.4153	18.0244	17.3328	16.9573	19.2329	16.5119	18.2886	1233.15	1258.04	1244.71	1242.78	1263.49	1182.43	1276.17	1131.33	1209.57
72244	1600014C10Rik	6.08619	9.20566	8.43046	7.48143	17.7618	6.01384	5.27396	4.81054	6.79448	479.135	729.384	632.116	580.458	1411.05	471.181	397.327	367.93	516.072
72240	1600014C23Rik	0	0	0	0	0	0.124135	0	0.110019	0	0	0	0	0	0	1.12186	0	0.983769	0
69761	1600015I10Rik	0	0	0	0	0	0	0	0	0.0107859	0	0	0	0	0	0	0	0	0.900649
	1600016N20Rik	0.568832	0.416556	0.525093	0.341111	0.609061	0.411765	0.504595	0.599195	0.981278	35.3148	25.8367	32.9482	21.3951	37.8124	25.8028	31.8272	37.3832	62.1448
72012	1600020E01Rik	15.6619	16.2904	12.7625	14.957	12.4566	15.6611	14.1016	14.4331	13.6812	214.752	223.585	170.842	204.649	176.151	215.397	187.883	197.738	183.732
69788	1600023N17Rik	0.466208	0.461085	0.327425	0.71513	0.348323	0.298706	0.472779	0.490814	0.483365	12.4079	11.9245	8.54211	18.6044	9.22255	7.85302	12.3202	12.789	12.6091
	1600029D21Rik	44.2244	35.1126	39.2871	35.188	31.8458	32.8026	28.6251	33.3836	39.4443	2406.18	1902.96	2166.04	1863.23	1743.98	1733.27	1523.6	1763.9	2017.45
69797	1600029I14Rik	4.06352	2.18094	3.22897	2.24261	1.93482	3.79275	3.19939	6.09939	8.14484	78.0106	41.7358	61.0151	42.7902	36.8902	71.799	61.601	116.645	156.192
665268	1600029O15Rik	0.0864813	0.125084	0.194141	0.119023	0.114491	0.101799	0.0376299	0.126204	0.0333253	4.77228	6.95599	10.9827	6.51155	6.45579	5.60931	2.05337	6.88638	1.80131
75434	1700001C02Rik	4.32848	2.67297	3.67715	1.97093	4.74592	6.54506	3.6536	6.00563	9.81709	62.9939	38.7547	56.1339	28.8369	69.1691	95.3581	55.4409	87.5554	143.203
75462	1700001C19Rik	0.0895379	0.0936385	0.0857923	0.152972	0.130252	0.104656	0.0955331	0.115371	0.0635471	3.81717	3.97459	3.66073	6.51151	5.53341	4.48656	4.10672	4.91845	2.70179
69279	1700001D01Rik	0.7673	0.286931	0.715221	0.343717	0.0657934	0.336055	0.679318	0.652544	0.469134	10.499	3.97484	9.76242	4.65111	0.922255	4.48744	9.24016	8.85392	6.30454
69303	1700001G11Rik	0.193896	0.337595	0.414257	0.379581	0.371576	0	0.208821	0.200723	0.308775	2.86336	4.96855	6.10151	5.58133	5.53353	0	3.08005	2.95131	4.50324
67503	1700001G17Rik	0.349315	0.306159	0.0757249	0.336287	0.284053	0.755627	0.493529	0.415617	0.479939	5.72672	4.96855	1.2203	5.58133	4.61127	12.3405	8.21347	6.88638	8.10584
69282	1700001J03Rik	0.110136	0.231077	0.276676	0.162687	0.211411	0.259128	0.0593451	0.0568636	0.157955	1.90891	3.97484	4.88121	2.79066	3.68902	4.48744	1.02668	0.983769	2.70195
72224	1700001J11Rik	0.313478	0.189282	0.280729	0.335352	0.134597	0.291631	0.400307	0.283371	0.359579	22.9069	13.9119	19.5248	24.1858	10.1448	21.3153	27.7205	20.6592	25.2182
66323	1700001K19Rik	0.396994	0.580301	0.554554	0.646463	0.64876	0.324159	0.166845	0.403507	0.543834	9.54453	13.9119	13.4233	15.8138	15.6783	7.85302	4.10674	9.83769	13.5097
69319	1700001K23Rik	0.670049	0.120089	0.726159	0.794537	0	0.134127	0.239636	0.231961	0.328891	5.72672	0.993711	6.10151	6.51155	0	1.12186	2.05337	1.96754	2.70195
69291	1700001L05Rik	1.85834	1.50967	2.18121	1.68355	1.76184	1.7796	1.60064	1.62341	1.78407	314.015	256.377	355.108	278.136	305.266	297.293	255.644	267.585	283.704
69315	1700001L19Rik	1.3646	0.816849	1.13019	0.800581	1.58376	1.21846	0.851281	1.64617	1.97834	77.3107	46.7044	63.4557	45.5808	92.2255	69.5553	47.2275	92.4743	111.68
73598	1700001O22Rik	0.128279	0.217665	0.212099	0	0.274372	0.204739	0.17002	0.188958	0.759121	2.86336	5.96226	6.10151	0	7.37804	5.6093	4.10674	4.91885	18.013
72215	1700001P01Rik	0.217455	0.532729	0.182123	0.284731	0.139718	0.252566	0.231057	0.0748526	0.77426	2.86336	6.95597	2.4406	3.72088	1.84451	3.36558	3.08005	0.983769	9.90714
69345	1700003C15Rik	0.0488651	0	0	0	0.0461763	0.0580371	0	0	0	0.954453	0	0	0	0.922255	1.12186	0	0	0
69338	1700003D09Rik	0.546186	0.188971	0.196321	0.132637	0.0875888	0.133367	0.385315	0.381322	0.284415	22.9069	7.94969	8.54211	5.58133	3.68902	5.6093	16.4269	15.7403	11.7084
71837	1700003E16Rik	1.74362	1.03368	1.26543	0.907696	1.57387	1.78242	1.15718	2.05082	2.78825	93.5364	54.6541	69.5572	49.3017	83.0029	96.48	64.6811	111.166	155.812
75480	1700003F12Rik	0	0	0.226438	0.0816609	0.0828577	0.295062	0.178354	0.0845811	0.148064	0	0	2.4406	0.930221	0.922255	3.36558	2.05337	0.983769	1.8013
	1700003F17Rik	0.235456	0.162534	0.301029	0.381304	0.374625	0.185875	0.666696	0.403205	0.219471	2.86336	1.98742	3.66091	4.65111	4.61127	2.24372	8.21347	4.91885	2.70195
69350	1700003G18Rik	0	0.0725589	0.0897076	0	0.0658894	0.0822202	0.154472	0.0722749	0.204581	0	0.993711	1.2203	0	0.922255	1.12186	2.05337	0.983769	2.70195
69329	1700003M02Rik	6.21213	3.60876	5.51245	2.97307	5.07775	6.52872	4.27719	6.41893	9.21513	332.15	194.767	298.974	159.998	280.365	352.264	227.924	345.303	498.959
72225	1700003M07Rik	0.0257822	0.0132764	0.028909	0.025531	0.0117481	0	0	0.0388037	0.0125665	1.90891	0.993711	2.4406	1.86044	0.922255	0	0	2.95131	0.900649
75432	1700006F04Rik	0.122322	0.260356	0.153447	0.245988	0.242428	0.145189	0.38735	0.252042	0.235625	0.954453	1.98742	1.2203	1.86044	1.84451	1.12186	3.08005	1.96754	1.8013
72257	1700006H21Rik	0	0	0	0	0	0.0925824	0	0	0	0	0	0	0	0	1.12186	0	0	0
71831	1700007B14Rik	0	0	0.0180047	0	0.0126985	0	0	0	0	0	0	1.2203	0	0.922255	0	0	0	0
67850	1700007F19Rik	0.0191988	0.0198354	0.0244883	0	0	0	0	0	0.0196426	0.954453	0.993711	1.2203	0	0	0	0	0	0.900649
75784	1700007G11Rik	3.04828	1.53763	2.822	1.33879	1.57175	2.98388	2.60386	3.40975	5.54802	80.174	40.7421	74.4384	35.3484	42.4237	78.5302	67.7611	90.5068	147.706
69320	1700007J10Rik	0.207929	0.154737	0.269651	0.175057	0.141755	0.174721	0.257681	0.430559	0.284455	6.68117	4.96855	8.54211	5.58133	4.61127	5.6093	8.21347	13.7728	9.00649
69318	1700007K09Rik	0	0	0	0	0.0714368	0	0	0	0	0	0	0	0	0.922255	0	0	0	0
69327	1700007K13Rik	11.3845	6.19582	9.26856	5.52845	8.76866	11.1841	7.11848	9.76948	16.4026	225.251	122.226	189.147	109.766	171.539	221.006	145.789	193.803	333.24
100502742	1700007L15Rik	1.05321	1.70564	0.680388	0.633961	0.950238	1.18718	1.2744	0.97319	1.9548	17.1802	27.8239	10.9827	10.2324	15.6783	19.0716	20.5337	15.7403	31.5227
69308	1700007P06Rik	0.106514	0	0	0	0.0329576	0	0.0770431	0.0354529	0.0958901	2.86336	0	0	0	0.922295	0	2.05337	0.983769	2.70196
75453	1700008F21Rik	0.0285927	0	0	0	0	0	0	0	0.0274105	0.954453	0	0	0	0	0	0	0	0.900649
71841	1700008I05Rik	0.0324395	0	0	0.0164683	0	0.0196959	0	0.0170437	0.0161525	1.90891	0	0	0.930221	0	1.12186	0	0.983769	0.900649
629159	1700008J07Rik	2.69664	2.68629	2.37208	2.40948	1.84155	2.62042	2.3454	2.7272	2.43409	167.984	169.925	150.097	149.766	118.049	161.548	144.762	167.241	149.508
69349	1700008O03Rik	0.162109	0.11398	0.209283	0.103628	0	0.063095	0.0566191	0.220051	0.195765	2.86336	1.98742	3.66091	1.86044	0	1.12186	1.02668	3.93508	3.6026
75188	1700009J07Rik	0.23482	0.330696	0.331893	0.460133	0.11557	0.325421	0.367173	0.322922	0.409426	5.72672	7.94969	8.54211	11.1627	2.76676	7.85302	9.24016	7.87015	9.90714
75471	1700009N14Rik	0	0	0.0352139	0	0	0.0653779	0.0300383	0.0285337	0.0539786	0	0	1.2203	0	0	2.24372	1.02668	0.983769	1.8013
	1700009P17Rik	8.17603	5.72595	7.80913	5.00272	8.32881	9.42128	6.57262	8.88177	14.8468	251.021	173.899	258.704	151.626	255.465	287.196	210.47	271.52	447.622
75485	1700010B08Rik	0	0	0	0	0.0412615	0	0	0.0445218	0	0	0	0	0	0.922255	0	0	0.983769	0
75476	1700010I02Rik	0.108315	0.336669	0	0.104351	0	0	0.114251	0	0.102853	0.954453	2.98113	0	0.930221	0	0	1.02668	0	0.900649
66931	1700010I14Rik	0.949385	0.989249	0.87606	0.894801	0.909938	0.691819	0.659011	0.903596	0.919346	63.9483	67.5723	58.5745	61.3946	63.6356	47.1181	44.1474	61.9775	63.9461
75501	1700010K23Rik	0	0	0	0	0	0	0.161272	0	0	0	0	0	0	0	0	1.02668	0	0
100503727	1700011B04Rik	0	0.0567585	0	0	0	0	0	0	0	0	0.993711	0	0	0	0	0	0	0
75467	1700011E24Rik	0	0.04139	0.0958098	0	0.0380946	0	0	0	0	0	0.993711	2.4406	0	0.922255	0	0	0	0
75444	1700011I03Rik	0	0	0.0427852	0	0.0302219	0	0.0352941	0.0326227	0.0902627	0	0	1.2203	0	0.922255	0	1.02668	0.983769	2.70195
	1700011J10Rik	2.63704	2.39335	2.81477	3.21705	2.45766	3.4926	2.83908	2.32875	3.23241	84.9463	78.5031	90.3023	101.394	82.0807	109.942	87.2681	72.7989	99.0714
67687	1700011L22Rik	0.0372197	0	0	0.0364741	0.0720273	0.0438442	0	0.0762979	0	0.954453	0	0	0.930221	1.84451	1.12186	0	1.96754	0
76382	1700012A03Rik	0	0	0	0.0372354	0	0	0	0	0	0	0	0	0.930221	0	0	0	0	0
69324	1700012B07Rik	0	0.0771569	0	0	0.0336105	0.0410688	0	0.0235792	0.0217289	0	2.98113	0	0	0.922255	1.12186	0	0.983769	0.900649
69325	1700012B09Rik	1.50518	0.916006	1.40823	1.78929	1.67475	2.28452	1.56648	2.46977	3.41326	27.6791	16.8931	26.8466	33.488	31.3567	42.6307	29.7738	46.2371	64.8467
	1700012B15Rik	3.55728	3.68888	4.06197	3.75566	3.67679	3.9186	3.35394	3.80319	3.92498	118.352	122.226	135.454	123.719	123.582	129.014	111.909	125.922	128.793
72243	1700012D01Rik	2.02762	1.50687	1.78643	1.90988	0.962815	2.08328	2.20089	1.56399	2.08404	30.5425	22.8553	25.6263	28.8369	14.7561	31.4121	31.8272	23.6105	31.5227
75479	1700012D14Rik	0.31135	0.539214	0.806154	0.50115	0.498275	0.483484	0.882743	0.850074	0.959783	2.86336	4.96855	7.32181	4.65111	4.61127	4.48744	8.21347	7.87015	9.00649
69334	1700012I11Rik	0	0.0366425	0	0.0688599	0.0663715	0.0827653	0.115823	0.0367342	0.102866	0	0.993711	0	1.86044	1.84451	2.24372	3.08005	0.983769	2.70195
76383	1700012L04Rik	0.370642	0.291181	0.117778	0.0892186	0	0.435073	0.48883	0.470684	0.174237	3.81781	2.98113	1.2203	0.930221	0	4.48744	5.13342	4.91885	1.8013
