gene_id	gene_short_name	GS-1_FPKM	GS-2_FPKM	GS-3_FPKM	CK-1_FPKM	CK-2_FPKM	CK-3_FPKM	M-1_FPKM	M-2_FPKM	M-3_FPKM	GS-1_count	GS-2_count	GS-3_count	CK-1_count	CK-2_count	CK-3_count	M-1_count	M-2_count	M-3_count
17223	Mcpt-ps1	0.137579	0	0	0	0.0429486	0	0	0	0	2.86336	0	0	0	0.922255	0	0	0	0
17224	Mcpt1	0.270151	0.0312918	0.0795957	0.0296746	0.113578	0.0356026	0.0669341	0.15672	0.380687	8.59008	0.993711	2.4406	0.930221	3.68902	1.12186	2.05337	4.91885	11.7084
17225	Mcpt2	0.985434	0.0344792	0.0418148	0	0.0311737	0.0391995	0.0732678	0.31145	0.986922	28.6336	0.993711	1.2203	0	0.922255	1.12186	2.05337	8.85392	27.0195
17227	Mcpt4	0.40181	0.243927	0.255505	0.26236	0.190103	0.198463	0.180612	0.726549	1.31098	11.4534	6.95597	7.32181	7.44177	5.53353	5.6093	5.13342	20.6592	36.9266
17231	Mcpt8	0.140705	0.295633	0.306897	0.422496	0.58646	0.389545	0.361533	0.049141	0.13913	2.86336	5.96226	6.10151	8.37199	11.9893	7.85302	7.18679	0.983769	2.70195
17232	Mcpt9	0	0.0161045	0	0	0.0146285	0	0	0	0	0	0.993711	0	0	0.922255	0	0	0	0
51812	Mcrs1	16.2935	18.5243	13.6773	17.4653	20.0814	17.546	15.3633	17.0426	17.7076	839.918	952.969	702.894	909.756	1038.46	914.316	809.027	896.214	942.079
78771	Mctp1	4.67297	7.73542	5.26226	4.76587	3.8159	8.04638	11.6582	5.01133	4.32547	610.85	1024.52	662.624	608.365	524.763	1032.11	1408.61	640.434	536.787
244049	Mctp2	1.85892	2.10691	2.45802	1.78007	4.26124	1.66439	2.04149	1.82804	2.17183	345.512	395.497	442.97	324.647	816.195	302.902	356.259	332.514	383.676
68995	Mcts1	25.9054	26.3737	25.1892	28.4073	32.8099	24.7659	25.2835	27.2755	28.6995	523.04	539.585	505.205	552.551	698.147	491.375	482.542	541.073	546.694
66405	Mcts2	11.497	11.4347	12.8218	11.6282	12.6738	10.2804	11.9216	12.0964	11.5166	218.57	216.629	246.501	218.602	244.398	196.326	226.897	232.169	217.957
215999	Mcu	9.72982	9.84895	10.5873	9.24871	10.1804	9.30146	9.53009	9.15553	10.5207	753.063	777.082	820.043	721.852	808.817	721.356	730.999	705.362	815.988
76137	Mcur1	8.63705	8.96559	10.1903	8.48981	9.83137	9.00442	9.7872	9.32589	10.1207	924.865	968.868	1042.14	894.873	1083.65	954.703	991.777	979.834	1038.45
240087	Mdc1	4.34191	3.61457	5.3639	4.3587	3.62841	3.60896	4.87789	4.02924	3.61646	1199.75	1009.61	1483.89	1212.08	1022.78	1000.7	1341.88	1114.61	999.72
17240	Mdfi	2.97982	2.41178	1.82238	2.32805	2.73812	2.56195	2.24481	2.7892	2.88923	91.6275	75.522	54.9136	72.5573	90.381	81.8958	71.8679	88.5392	91.8662
16543	Mdfic	27.4081	28.6768	31.8779	27.4341	31.8629	27.2924	32.381	29.2623	24.8317	2411.9	2545.89	2694.43	2374.85	2901.41	2366	2680.67	2531.24	2095.81
74762	Mdga1	0.118584	0.0782724	0.0901532	0.0811241	0.123814	0.127864	0.0561444	0.195382	0.224831	25.7702	16.8931	19.5248	17.6742	26.7454	28.0465	12.3202	42.3021	48.635
320772	Mdga2	0.0134879	0.00346827	0.00443473	0.00676135	0.00312914	0.0121546	0.00780282	0.0322287	0.0307783	3.81781	0.993711	1.2203	1.86044	0.922255	3.36558	2.05337	8.85392	8.10584
17449	Mdh1	71.005	61.3088	46.7394	51.1044	67.3847	67.6564	56.3483	89.387	113.492	3815.9	3318.99	2447.93	2709.73	3745.28	3610.15	2884.98	4776.2	5955.99
76668	Mdh1b	1.79866	0.749188	1.7555	0.639849	1.10213	1.92285	1.25783	2.02753	3.2311	99.2631	41.7358	95.1835	35.3484	62.7133	106.577	67.7611	112.15	176.527
17448	Mdh2	56.2751	53.0597	49.6463	51.9303	67.5494	50.9585	49.8005	63.8892	70.4415	1915.59	1779.74	1735.27	1760.91	2288.11	1733.27	1761.79	2182	2432.65
17242	Mdk	6.40212	8.25401	8.05	6.39704	9.64211	6.14682	4.65352	5.03798	7.00895	116.443	156.012	151.317	121.859	178.917	112.186	88.2946	100.344	137.799
17245	Mdm1	5.05182	4.18439	4.99819	4.45282	4.11045	5.67042	5.31884	5.77126	6.41737	520.177	437.233	513.747	462.32	432.537	592.342	542.089	600.099	677.288
17246	Mdm2	23.2571	23.0223	23.8219	22.1945	26.2715	24.2008	23.9644	22.9857	24.3326	2171.38	2171.26	2213.63	2071.6	2518.68	2235.87	2180.68	2121.99	2236.31
17248	Mdm4	23.4517	21.0534	28.3789	21.9872	18.4999	20.5871	25.1621	23.4885	21.9542	2609.47	2399.81	3070.28	2419.51	2159.92	2261.67	2632.42	2571.57	2325.48
100019	Mdn1	4.92641	4.94191	5.32887	5.85526	5.23173	4.26395	5.42934	5.14189	4.62292	2966.44	3011.94	3089.8	3536.7	3251.87	2581.4	3164.24	3110.68	2789.31
67881	Mdp1	18.3642	21.1692	17.8754	21.9679	22.9045	18.6256	18.2	18.8604	20.0169	913.411	1059.3	876.177	1093.94	1147.28	927.778	887.055	930.646	987.111
17436	Me1	24.3262	16.9319	23.132	14.4898	17.3143	19.6332	22.1601	36.2027	74.9651	2144.66	1504.48	1961.03	1259.52	1580.74	1719.81	1865.48	3167.74	6393.71
107029	Me2	10.8803	10.5597	10.3619	11.2378	13.8936	10.865	12.0705	10.3811	11.437	751.154	736.34	708.995	773.014	987.735	746.037	814.16	712.249	779.962
109264	Me3	1.03155	0.974419	0.777281	0.810925	1.08319	1.09367	0.93803	1.48165	1.91488	129.806	123.22	96.4039	100.464	140.183	136.867	113.962	183.965	232.367
17256	Mea1	28.9166	30.427	27.5163	32.5543	40.3573	29.187	28.2304	28.8394	30.0932	795.059	842.667	777.331	911.617	1128.84	830.176	818.266	820.463	868.225
70088	Meaf6	7.2899	6.4259	7.1435	7.91947	8.62115	7.09146	7.21065	7.35551	6.99491	196.617	169.925	202.57	213.021	230.564	190.716	203.283	199.705	198.143
14013	Mecom	24.8148	22.339	24.3108	22.4337	18.044	26.3541	27.917	26.8575	23.8332	2368	2211.01	2191.66	2285.55	2034.49	2670.03	2672.46	2665.03	2264.23
17257	Mecp2	11.2629	8.40347	14.0435	10.3289	7.20666	11.0797	13.5722	10.9081	9.40651	3591.61	2713.82	4421.15	3256.7	2352.67	3508.06	4178.6	3414.66	2890.18
26922	Mecr	6.26722	6.15031	5.22936	5.59045	6.90439	6.28741	5.29471	6.96566	7.75041	216.661	211.66	175.723	195.346	240.708	221.006	182.75	243.975	273.797
19014	Med1	22.3319	21.87	24.9652	22.0931	23.4798	21.4234	24.7946	21.2356	20.6178	3276.64	3233.53	3814.66	3286.47	3566.36	3175.99	3570.81	3128.39	2971.24
28077	Med10	19.1914	22.2063	20.2037	20.2927	29.9193	18.7618	22.021	18.1003	18.8405	429.504	492.881	445.41	453.018	676.013	417.332	486.648	404.329	426.007
66172	Med11	11.5252	15.0427	11.1992	12.9983	19.9101	12.2206	11.0496	11.2521	12.5991	262.475	341.836	256.263	301.392	457.438	283.831	258.724	259.715	295.413
59024	Med12	10.2575	8.97065	9.90482	9.51228	9.3162	9.51968	10.645	9.4003	9.59417	2575.11	2248.77	2483.31	2385.09	2367.43	2398.54	2662.19	2354.16	2387.62
329650	Med12l	0.577144	0.507826	0.648817	0.40512	0.50149	0.553557	0.535347	0.720791	0.836388	173.71	153.031	190.367	119.999	154.939	164.913	154.003	214.462	243.175
327987	Med13	30.5245	26.8792	37.0905	29.4705	25.8468	29.0234	38.4666	29.8205	28.2917	10103.8	9018.92	11806.4	9472.44	8920.05	9442.7	11695	9579.94	8629.12
76199	Med13l	13.4759	11.3319	14.1432	12.3495	11.7668	12.6397	14.531	12.7481	11.0077	3646.96	3079.51	3767.07	3340.42	3219.59	3431.77	3893.19	3435.32	2955.93
26896	Med14	13.1138	10.8748	16.2774	12.0144	10.6399	11.9871	15.8202	12.3851	11.3053	2340.32	1951.65	2845.74	2101.37	1950.57	2079.93	2690.94	2124.94	1871.55
94112	Med15	10.2645	9.73263	12.257	10.8314	11.2482	9.36773	12.081	9.3128	9.19714	910.548	855.585	1131.22	955.337	994.191	827.933	1101.63	834.236	824.094
216154	Med16	7.93866	7.66289	7.91866	7.63196	8.35389	8.09559	7.58159	8.04207	7.28962	571.717	538.591	566.22	547.9	586.554	584.499	561.592	579.44	532.283
234959	Med17	8.96069	8.87191	9.38557	9.94596	10.3224	9.03541	10.1207	8.94112	8.80742	1041.31	1042.4	1051.9	1148.82	1241.35	1048.94	1127.3	1031.97	993.416
67219	Med18	4.14154	4.34683	3.49316	5.07454	5.30189	4.24217	4.33309	4.06343	3.96023	166.075	174.893	136.674	202.788	216.73	170.523	168.376	161.338	154.912
381379	Med19	10.9708	11.9528	12.4983	11.4392	14.315	10.3321	11.9349	10.2331	11.3452	636.62	702.553	719.978	654.876	850.319	599.073	674.531	588.294	649.368
56771	Med20	17.1648	19.3453	18.1648	19.7479	20.9634	16.4779	18.0222	16.9231	18.4429	804.604	909.245	818.823	923.71	996.035	775.205	833.667	787.999	838.504
108098	Med21	28.5529	35.2266	29.1078	29.3098	34.7016	28.8245	27.6353	29.1262	31.0869	510.632	637.962	510.086	520.924	643.734	512.69	479.461	517.463	543.091
20933	Med22	14.4016	16.2715	12.6616	16.854	16.6127	15.89	14.9533	15.4118	15.5531	1341.01	1443.86	1101.93	1552.54	1505.12	1501.05	1353.17	1397.94	1372.59
70208	Med23	10.3015	10.1807	10.4569	10.7574	10.2603	9.68798	11.6435	10.5077	10.6277	1433.59	1411.07	1420.43	1473.47	1456.24	1342.87	1559.53	1444.17	1435.63
23989	Med24	8.64935	10.2321	8.34079	8.81073	11.9034	9.25679	9.00777	9.20008	9.23195	752.109	883.409	719.978	768.363	1039.38	816.714	791.573	812.593	818.69
75613	Med25	10.6428	9.57802	9.2182	10.3075	10.7807	10.7803	8.97309	10.9095	11.1168	529.721	471.019	472.257	519.063	528.452	542.98	469.195	548.943	569.21
70625	Med26	3.87407	4.27983	4.29373	4.05335	4.05538	3.41063	4.02585	3.75595	3.85734	288.245	317.987	324.6	306.973	302.5	258.028	310.059	284.309	299.916
68975	Med27	9.14442	9.39955	9.62901	9.65176	10.6884	8.1232	9.29951	8.73537	7.29083	277.746	277.245	295.313	289.299	315.411	244.565	286.445	262.666	218.858
66999	Med28	11.1023	11.9394	10.6871	12.3581	12.917	11.6041	10.1066	10.4118	11.6472	1308.55	1404.11	1195.9	1408.35	1553.08	1347.35	1114.98	1194.3	1269.91
67224	Med29	4.88226	5.43486	4.47965	5.37245	5.37582	4.80911	4.84116	4.89792	5.31181	297.789	331.899	270.907	325.577	326.478	293.927	293.632	294.147	314.326
69790	Med30	21.7121	21.5939	21.0911	23.2561	24.8357	21.9439	24.7089	20.1183	22.085	445.729	444.189	423.445	474.413	521.074	450.988	495.888	413.183	455.728
67279	Med31	9.3871	10.7966	12.8943	9.71032	11.4135	10.0726	11.768	11.2127	12.2799	226.205	257.371	297.754	234.416	276.676	241.2	279.258	268.569	293.611
67381	Med4	13.0445	14.0808	14.2442	13.0634	15.2863	14.9318	16.1059	12.9617	13.0436	518.268	558.465	547.916	517.203	618.833	594.586	623.197	516.479	524.178
69792	Med6	17.0158	17.5079	16.437	18.2189	20.9522	17.6372	15.9174	16.8975	17.4798	509.678	530.642	495.443	542.319	650.19	522.787	472.275	506.641	525.078
66213	Med7	9.35241	10.6825	11.3046	10.3862	12.36	10.1854	10.1313	9.01607	9.75399	642.347	743.296	746.825	687.433	899.198	680.969	627.304	606.002	628.653
80509	Med8	12.2339	15.6201	12.7137	14.5094	18.9309	12.7422	12.9452	12.4051	14.5817	638.529	817.824	641.879	754.409	1010.79	668.629	658.104	649.288	761.048
192191	Med9	6.85458	7.23012	7.35246	6.26084	7.08042	7.03832	6.47645	6.74351	6.13249	568.854	601.195	593.067	517.203	593.932	585.611	528.742	557.797	500.761
70717	Medag	5.72044	4.7728	5.322	5.41086	9.34813	6.14933	4.66449	7.1489	9.15802	538.311	453.132	489.341	504.18	904.732	573.27	419.914	660.109	825.895
17258	Mef2a	38.8897	39.113	48.3131	40.4181	31.6834	39.1492	53.4966	41.029	38.0155	3555.34	3586.3	4458.98	3612.98	2965.05	3506.93	4735.07	3654.7	3325.2
17259	Mef2b	0.630621	0.624879	0.654945	0.368338	0.63251	0.734389	0.819042	0.568992	0.879012	17.1802	16.8931	18.3045	10.2324	17.5228	20.1935	23.6137	15.7403	25.2182
17260	Mef2c	11.9108	11.6148	14.3065	12.0106	11.796	12.5781	15.1273	14.0195	14.5388	2226.74	2192.13	2610.23	2183.23	2293.65	2307.67	2644.74	2550.91	2557.84
17261	Mef2d	9.96711	7.71011	10.5671	10.2139	8.88538	9.21002	10.8562	10.1489	10.0571	607.986	466.05	677.268	624.178	533.985	565.417	695.065	617.807	624.15
54483	Mefv	0.420118	1.38999	0.896904	0.974091	6.31079	0.264201	0.504672	0.291081	0.366739	48.6771	164.956	106.166	115.347	759.938	31.4121	59.5477	34.4319	44.1318
17263	Meg3	4.28539	3.51593	2.98091	2.42491	2.78528	2.74953	2.91492	5.80283	8.67066	429.504	320.969	309.957	233.486	267.454	280.465	279.258	564.683	852.914
70417	Megf10	0.314613	0.259084	0.26701	0.256157	0.135693	0.348787	0.304391	0.408259	0.471099	64.9028	53.6604	53.6933	52.0924	28.5899	71.799	60.5744	82.6366	92.7668
214058	Megf11	2.43274	2.20594	3.17844	2.23846	1.35878	1.69596	2.63763	2.39776	1.87591	377.009	328.918	478.358	338.601	205.663	255.784	398.353	359.076	278.3
230971	Megf6	17.1638	15.1984	14.0454	17.9328	9.67165	17.6537	15.3723	16.6983	13.6642	2893.9	2543.9	2290.51	3025.08	1615.79	3003.22	2607.78	2817.51	2302.06
269878	Megf8	11.7017	10.141	10.5109	11.1421	8.62656	11.1339	10.8319	12.0123	11.7671	2757.41	2358.08	2410.1	2637.18	1992.99	2658.81	2588.27	2823.42	2781.2
230316	Megf9	15.3979	13.6181	18.6443	15.6659	12.2103	15.7239	16.8012	14.8213	12.8025	1270.38	1129.85	1489.99	1284.64	1038.46	1300.24	1330.58	1213.97	1025.84
75033	Mei4	0.174863	0.095729	0.218872	0.0824295	0.0649511	0.154756	0.149265	0.210018	0.292666	14.3168	7.94969	17.0842	6.51155	5.53353	12.3405	11.2935	16.7241	22.5162
104362	Meig1	4.66293	1.90259	4.26289	2.05586	3.7404	4.48333	2.69666	4.53667	7.01443	88.7641	35.7736	82.9805	38.1391	71.9359	84.1395	51.3342	84.6041	128.793
75178	Meiob	0.0352763	0.0359454	0.0703817	0.070788	0.0321554	0.128114	0.0206514	0.0185869	0.0353212	1.90891	1.98742	3.66091	3.72088	1.84451	6.73116	1.02668	0.983769	1.8013
17268	Meis1	25.6618	27.7255	25.1677	28.4024	19.8599	30.1752	32.8713	31.0543	29.7672	2679.15	2900.64	2629.75	2931.13	2103.66	3109.8	3323.38	3176.59	2988.35
17536	Meis2	6.0887	5.73446	5.66834	5.7464	3.44448	5.71758	7.04061	5.99513	3.92466	857.099	815.836	794.417	789.758	493.406	787.546	945.576	819.48	524.178
17537	Meis3	2.04754	2.31126	2.39216	2.38079	2.82813	2.13044	1.94939	2.05919	2.80634	113.58	128.189	136.674	133.952	156.783	120.039	111.909	115.101	159.415
17279	Melk	0.468652	1.15755	0.926898	0.550388	2.11668	0.618305	0.371652	0.612191	0.773133	40.087	99.3711	78.0993	46.5111	186.295	52.7274	30.8005	52.1398	64.8467
76890	Memo1	19.8484	20.9538	22.7434	19.8948	25.7544	18.437	21.8586	19.7547	22.7839	728.248	774.101	796.857	710.689	975.745	665.263	746.399	708.314	793.472
17283	Men1	13.2291	13.9188	12.1254	14.157	12.8749	13.474	12.3034	12.5249	11.0904	994.54	1035.45	914.006	1066.96	964.678	997.334	925.042	934.581	840.305
17285	Meox1	7.10961	9.5124	6.95	8.82935	8.28235	8.238	7.78468	6.93832	6.23408	511.587	686.654	499.103	635.341	598.543	595.708	561.596	498.771	453.927
17286	Meox2	9.48971	8.61257	8.1685	10.9074	9.2272	9.16337	12.3108	10.4595	10.2327	650.937	595.233	557.678	744.177	647.423	621.51	826.481	711.265	693.5
17287	Mep1a	0.0104042	0.0109257	0	0	0.0200785	0	0	0	0.0905169	0.954453	0.993711	0	0	1.84451	0	0	0	8.10584
231803	Mepce	17.5095	15.8085	14.7887	16.5992	15.1858	17.5521	17.4817	17.2266	18.1887	1354.37	1209.35	1136.1	1291.15	1161.12	1374.28	1370.62	1336.94	1432.93
94111	Mepe	0	0	0.0211915	0	0	0	0	0	0.0157674	0	0	1.2203	0	0	0	0	0	0.900649
17289	Mertk	16.0989	15.8149	20.3565	14.8749	9.58576	15.3982	16.0391	11.5645	10.1584	1844	1809.55	2324.68	1698.58	1120.54	1768.05	1805.94	1325.14	1157.33
80889	Mesdc1	11.933	13.2472	12.9959	14.8756	13.4752	12.7207	11.7665	12.087	10.2961	912.457	1017.56	967.699	1145.1	1034.77	979.384	889.108	920.808	786.266
67943	Mesdc2	12.8459	13.6541	13.1974	14.8746	15.3667	13.2803	13.8104	13.1786	13.066	1716.11	1841.35	1699.88	1988.81	2102.74	1784.88	1778.22	1751.11	1715.74
17292	Mesp1	1.04548	1.00084	0.486579	0.680873	0.704781	1.27894	1.31765	1.53548	0.882179	20.998	19.8742	9.76242	13.9533	13.8338	25.8028	27.7205	31.4806	18.9136
17293	Mesp2	1.34121	1.10581	0.755708	1.07384	0.702775	1.37608	1.00709	0.902525	0.919149	53.4494	43.7233	30.5075	42.7902	27.6676	54.9711	41.0674	35.4157	36.026
17294	Mest	5.87204	8.15012	7.25199	6.54246	4.58261	5.90023	8.56464	6.94529	6.02891	368.418	513.748	447.85	402.785	294.199	365.726	516.421	426.955	361.16
17295	Met	30.0624	29.6369	31.5964	30.572	24.9291	29.0082	31.4392	30.5221	28.7508	6034.05	5983.13	6212.56	6020.39	5150.79	5746.17	6016.37	6022.63	5498.46
75624	Metap1	16.8127	17.4124	16.8201	17.9855	21.9696	16.8607	18.8389	16.2671	17.8951	1151.07	1189.47	1100.71	1203.71	1540.17	1138.69	1217.65	1091	1164.54
66559	Metap1d	9.42686	7.91835	8.29426	8.08651	6.20486	8.28256	7.82955	8.25522	10.1032	316.878	265.321	280.669	269.764	210.274	279.343	263.858	278.407	335.942
56307	Metap2	22.3227	24.6523	25.2425	23.946	28.4506	24.0152	25.92	23.3366	25.1957	3368.26	3784.05	3674.33	3562.75	4471.09	3564.15	3680.66	3464.83	3668.34
70083	Metrn	4.77885	4.49584	3.32556	4.68656	5.54412	5.62727	3.98697	5.07256	5.74529	118.352	109.308	80.5399	117.208	135.571	141.354	100.615	126.906	146.806
210029	Metrnl	4.82533	4.58765	4.02929	5.22706	10.5151	4.5557	4.54316	4.61861	5.42475	294.926	281.22	237.959	317.205	652.034	280.465	272.071	280.374	322.432
17299	Mettl1	4.49269	4.47265	3.56679	4.64027	7.71593	2.81594	3.12118	2.75727	5.08695	89.7186	88.4403	69.5572	92.0919	155.861	56.093	61.601	55.0911	102.674
72096	Mettl10	12.5056	14.1778	16.0563	13.5855	14.8048	13.95	17.0584	14.2836	16.0494	363.647	417.358	441.749	388.832	449.138	404.991	460.981	411.215	444.92
240879	Mettl11b	0.140787	0.0367691	0.0907521	0.0349713	0.0673255	0	0.0774761	0	0	3.81781	0.993711	2.4406	0.930221	1.84451	0	2.05337	0	0
71449	Mettl13	2.45791	2.73003	2.43853	3.44285	2.70038	3.00458	2.70156	2.79977	3.6049	181.346	198.742	172.063	253.95	199.207	223.25	197.123	207.575	267.493
210529	Mettl14	5.57072	4.95656	6.17633	5.9572	5.18057	5.63939	6.58042	5.47841	5.58277	501.088	452.138	539.373	532.087	483.261	503.715	565.703	490.901	494.456
76894	Mettl15	2.82387	1.97805	2.84329	2.59997	2.34421	3.12089	3.2167	2.74617	3.18288	144.122	101.358	142.775	130.231	122.66	157.06	158.109	137.728	157.614
67493	Mettl16	9.61445	9.89496	10.735	11.3633	11.1919	9.51843	11.1135	10.2505	10.5017	816.057	852.604	878.617	959.988	981.279	808.861	902.455	869.652	877.232
52535	Mettl17	7.3134	7.21195	6.59025	7.31003	6.55249	7.92135	7.35314	6.63714	7.43178	299.698	291.157	263.585	297.671	267.454	325.339	299.792	272.504	307.121
69962	Mettl18	3.93319	3.68658	2.73998	3.8953	3.50006	4.19776	4.21802	3.71233	3.91548	152.712	144.088	101.285	148.835	140.183	161.548	155.029	143.63	147.706
52686	Mettl2	4.94586	5.21173	5.55823	6.29527	5.38338	5.06779	5.28735	5.21979	5.09888	391.326	415.371	419.784	496.738	436.226	398.26	404.514	411.215	398.987
320204	Mettl20	15.6478	13.4189	18.6201	13.49	11.2953	21.7313	15.7814	16.6403	16.04	684.343	603.182	773.671	581.388	522.918	951.337	650.918	715.2	668.281
67099	Mettl21a	5.78958	5.41	5.62902	5.66932	4.8562	5.88157	5.63467	5.96186	6.46061	387.508	362.704	352.667	373.019	331.089	392.651	352.153	389.573	406.193
433294	Mettl21c	0.688674	0.42474	0.895516	0.375143	0.323521	0.611652	0.53792	0.506623	0.5488	19.0891	11.9245	24.406	10.2324	9.22255	16.8279	14.3736	13.7728	14.4104
	Mettl21d	5.28639	7.00268	6.54042	7.11237	10.5156	6.05337	5.87893	5.25274	6.14485	131.714	170.918	158.639	173.021	263.765	148.086	140.656	129.858	150.408
403183	Mettl21e	4.31674	2.39222	5.64355	2.5166	1.26412	3.40005	1.87592	1.81857	1.49697	414.233	235.509	518.628	235.346	128.193	320.852	167.349	170.192	135.097
239706	Mettl22	2.53682	2.72236	2.49676	2.31968	3.07466	2.47768	2.34476	2.68096	3.11085	96.3997	102.352	96.4039	88.371	115.282	95.3581	91.3749	101.328	117.084
74319	Mettl23	11.0634	11.789	10.7732	13.2667	12.6436	12.1851	12.0084	11.5305	12.5075	252.93	267.308	239.179	298.601	292.355	274.856	265.911	260.699	279.201
327747	Mettl24	7.80169	8.90249	8.83242	8.16644	5.62454	8.48037	8.63751	6.3053	7.47927	254.839	289.17	278.229	271.625	186.295	280.465	280.285	209.543	252.182
216292	Mettl25	5.51349	5.81012	6.61696	5.84567	5.04438	5.99238	6.80796	6.24494	5.54956	292.063	310.038	327.041	307.903	278.521	317.486	340.859	331.53	292.711
56335	Mettl3	9.57412	9.55308	9.97801	10.899	10.7171	9.72882	9.90162	9.68311	10.1568	545.947	539.585	556.458	616.737	618.833	554.199	555.436	548.943	573.713
76781	Mettl4	7.30726	6.61517	8.5822	7.50979	6.92442	7.88824	8.76208	7.89015	7.83688	485.816	444.189	555.237	488.366	474.039	511.568	551.329	513.527	492.655
75422	Mettl5	7.32682	8.62332	7.18146	7.13208	7.41645	9.03673	7.51377	7.59011	9.52474	191.845	228.553	180.605	182.323	202.896	231.103	184.803	193.803	238.672
67011	Mettl6	12.8684	13.4961	12.7957	13.4169	13.1406	13.8008	13.7879	13.5015	12.1356	764.517	814.843	722.419	800.92	811.584	826.811	787.467	807.674	716.916
70152	Mettl7a1	467.008	383.352	453.102	465.386	164.812	618.761	485.514	497.515	464.22	25520.2	21037.8	24374.3	25606.2	9146.92	34140.4	26441.2	27251.4	25687.4
393082	Mettl7a2	0.75918	0.432804	0.404393	0.555569	0.0836914	0.622887	0.37553	0.594503	0.506066	35.7041	20.2952	18.8559	26.0703	3.99403	29.47	17.5554	27.7417	23.6585
668178	Mettl7a3	0.195512	0.11712	0.252705	0.62613	0.0532897	0.327021	0.391754	0.287514	0.314407	6.68117	3.97484	8.54211	21.3951	1.84451	11.2186	13.3469	9.83769	10.8078
71664	Mettl7b	0.0289144	0.0904429	0.0752548	0	0.0830547	0	0	0	0.0816904	0.954453	2.98113	2.4406	0	2.76676	0	0	0	2.70195
228019	Mettl8	3.99584	3.50281	4.00037	3.78345	2.73965	3.49302	4.91993	3.79344	4.48513	266.292	236.503	267.246	250.229	185.373	224.372	318.272	250.861	277.4
59052	Mettl9	25.2678	25.5998	26.5981	25.2109	30.8254	24.3619	27.1222	25.8845	25.5732	1094.76	1106.99	1119.02	1077.2	1352.03	1047.82	1132.43	1116.58	1086.18
72640	Mex3a	0.399488	0.619412	0.475471	0.57034	0.631868	0.35029	0.564636	0.452836	0.591429	67.7662	106.327	80.5399	96.743	108.826	59.4586	94.4549	75.7502	98.1707
108797	Mex3b	2.63389	3.41695	2.57206	2.96058	2.11841	2.8931	4.04542	3.48136	2.9273	200.435	261.346	195.248	226.044	163.239	218.763	308.005	264.634	225.162
240396	Mex3c	27.92	32.0095	29.4741	32.0543	32.5971	30.9324	35.5406	31.4914	28.8443	2704.92	3124.23	2731.04	3062.29	3245.41	2950.49	3259.72	3002.46	2719.96
237400	Mex3d	7.23525	7.72067	6.19923	7.87006	6.78161	7.83288	8.08907	8.41197	7.8569	490.589	514.742	423.445	537.668	450.06	534.005	563.65	572.554	550.296
67532	Mfap1a	7.20313	7.14635	7.80956	8.23141	5.83083	7.71353	8.9844	7.24064	7.29445	954.453	969.862	1009.19	1099.52	815.273	1020.89	1151.94	964.094	978.105
100034361	Mfap1b	46.6516	48.2787	49.4846	50.1316	40.3339	50.1417	52.9084	47.5491	47.4999	3579.2	3783.06	3760.97	3962.74	3263.86	3895.1	4046.16	3757.01	3849.37
17150	Mfap2	25.481	26.8541	25.3722	25.7307	14.996	25.6525	24.325	21.9614	19.1947	569.808	593.245	567.44	576.737	331.089	575.514	560.569	487.949	424.206
216760	Mfap3	10.5043	10.6052	11.2392	11.6676	10.9462	10.9236	12.5415	10.8777	10.4263	1461.27	1490.57	1510.73	1595.33	1564.14	1498.8	1649.88	1476.64	1363.58
71306	Mfap3l	10.5454	8.64951	10.9308	9.46737	5.15696	10.304	13.1306	11.4504	11.5911	2133.2	1772.78	2202.64	1874.4	1086.42	2049.64	2516.4	2252.83	2212.89
76293	Mfap4	246.516	346.643	302.906	224.812	228.812	203.95	292.38	239.331	278.717	8466.95	11813.2	10455.5	7686.42	7846.54	7035.18	10211.4	8228.24	9539.67
50530	Mfap5	19.5357	15.9134	17.0265	14.6904	10.8873	16.3704	15.5457	21.716	31.0158	624.212	511.761	523.51	462.32	356.913	520.543	477.408	685.687	954.688
75734	Mff	41.6061	40.7797	42.9411	43.2327	42.4466	41.6723	46.4542	43.5089	43.3222	1904.13	1862.21	1882.93	1934.86	1985.61	1884.72	2015.38	1958.68	1919.28
17304	Mfge8	102.895	107.817	99.7775	104.978	75.9472	108.508	111.042	96.619	96.5402	5525.33	5757.56	5349.8	5677.14	4097.58	5877.42	6054.36	5228.73	5241.78
52065	Mfhas1	13.1872	12.3535	11.8907	13.4683	9.79793	13.8793	14.7471	13.6219	12.0808	2149.43	2017.23	1884.15	2199.04	1611.18	2275.13	2378.83	2220.37	1976.92
30060	Mfi2	0.239307	0.00862022	0.0211926	0	0.0159788	0.00961756	0	0.296332	0.950903	27.6791	0.993711	2.4406	0	1.84451	1.12186	0	34.4319	111.68
67414	Mfn1	13.813	11.6297	14.0064	12.2299	10.2732	13.3339	14.8888	14.1394	15.3834	1921.31	1626.7	1840.22	1684.63	1481.14	1851.07	1942.49	1943.93	2058.88
170731	Mfn2	19.2112	15.6768	17.3897	17.3728	16.7433	17.2195	17.7025	20.6374	23.5831	2288.78	1860.23	2011.06	2072.53	2016.05	2070.95	2084.17	2463.36	2803.72
17305	Mfng	23.9863	25.9673	21.981	28.8275	25.4607	25.0013	26.0169	23.7971	23.5901	967.815	1038.43	872.516	1161.85	1016.32	1017.53	1060.56	961.142	945.681
